Label,Time,Data,Sentiment
421,10.45pm,You’ve got to get up every morning with determination if you’re going to go to bed with satisfaction.,1
422,11.30am,"I find that the harder I work, the more luck I seem to have.",1
423,3.45pm,"I believe that if one always looked at the skies, one would end up with wings.",1
424,11.13pm,"A man is a success if he gets up in the morning and gets to bed at night, and in between he does what he wants to do.",1
425,12.37am,"The greatest pleasure people can feel, is giving happiness to others.",1
426,12.12pm,“All of us will miss you...but we know you're looking down at us right this very second.”,0
427,1.13pm,“Sometimes our heart needs more time to accept what our mind already knows.”,0
428,9.08pm,"Smile and let everyone know that today, you’re a lot stronger than you were yesterday.",1
429,1.21am,"Be happy at the moment, that’s enough. Each moment is all we need, not more.",1
430,12.30am,"Every day may not be good, but there’s something good in every day.",1
431,3.40pm,You stole my heart take care of it,1
432,11.36am,Sadness is the result of unhappy thoughts.,0
433,7.45am,"Success is getting what you want, happiness is wanting what you get.",1
434,8.55pm,Cleanliness is next to Godliness,1
435,9.10pm,It was a moment of supreme happiness.,1
436,12.17am,There Is Nothing More Depressing Than Having It All And Still Feeling Sad.,0
437,9.30am,Life is better when you’re laughing.,1
438,10.45pm,Life is like photography  You need the negatives to develop.,1
439,11.30am,Happiness is not in living a good life but in understanding and feeling what a good life is,1
440,3.45pm,Tears come from Heart not from the brain.,0
441,11.13pm,"Dream as if you’ll live forever, live as if you’ll die today.",1
442,11.36am,Suddenly a feeling of happiness seized him.,1
443,7.45am,Happy to meet you again.,1
444,8.55pm,People are selfish now a days.,0
445,11.36am,Food was below average.,0
446,7.45am,For some moments in life there are no words. ,0
447,8.55pm,"Hope sometimes that's all you have when you have nothing else  If you have it, you have everything.",1
448,9.10pm,she is a good girl,1
449,10.35pm,A day without laughter is a day wasted.,1
450,11.01am,She’ll be happy to see you.,1
451,03.12pm,The boy made his parents happy.,1
452,06.06pm,“I can't accept the reality that you're gone. That I won't hear your voice again. That I won't see your smile. I miss you.”,0
453,12.03am,Don’t postpone joy until you have learned all of your lessons. Joy is your lesson.,1
454,11.11pm,I’m missing something in my life these days,0
455,12.06am,"If A is a success in life, then A equal’s x plus y plus z  Work is x; y is play; and z is keeping your mouth shut.",1
456,07.00am,I’m glad that makes you happy.,1
457,09.15pm,"Our greatest glory is not in never falling, but in rising every time we fall.",1
458,12.34am,It is so painful to see our loved one crying,0
459,06.09am,"Happiness is not the absence of problems, it’s the ability to deal with them. ",0
460,05.30am,"“It kills me sometimes, how people die.”",0
461,6.15pm,A good bye is never painful unless you are never going to say hello again.,0
462,2.00am,Sometimes You Got To Accept The Fact That Certain Things Will Never Go Back To How They Used To Be.,0
463,3.30pm,The rich are not always happy.,1
464,12.24pm,And when you smile the whole world stop & stares for a while.,1
465,1.15pm,We prayed for their happiness.,1
466,8.16am,A pang of loneliness swept over her.,0
467,9.45pm,Tears rolled down when I heard the news,0
468,10.45am,"“Death is a black camel, which kneels at the gates of all.”",0
469,2.50pm,Tune into happiness with that life song on happy melodies.,1
470,4.55pm,“UnBeing dead isn't being alive.”,0
471,5.30am,"Everything’S Complicated, Even Those Things That Seem Flat In Their Bleakness Or Sadness.",0
472,7.45am,"I’m so good at sleeping, I can do it with my eyes CLOSED",1
473,8.55pm,It’S Sad How Most People Become Who They Promised They’D Never Be !,0
474,9.30am,"Sick Of Crying, Tired Of Trying, Yes I’M Smiling But Inside I’M Dying.",0
475,10.45pm,The universe will fall in love with the stubborn people.,1
476,11.30am,"At the end of the day, all you need is hope and strength  Hope that it will get better, and strength to hold on until it does.",1
477,3.45pm,I hope you always find a reason to smile.,1
478,11.13pm,It Doesn’T Matter Who Hurt You Or Broke You Down. What Matters Is Who Made You Smile Again.,0
479,12.37am,You can close your eyes to reality but not to memories. ,0
480,12.12pm,"If one day you feel like crying, call me. I can’t promise to make you laugh but I’m willing to cry with you.",0
481,1.13pm,There is no greater sorrow than to recall in misery the time when we were happy.,0
482,9.08pm,Apologizing Doesn’T Always Mean You’Re Wrong & The Other Person Is Right. It Means You Value Your Relationship More Than You Ego.,0
483,1.21am,The power of imagination makes us infinite.,1
484,12.30am,There’s always a person that you hate for no reason.,0
485,3.40pm,"The PAST cannot be changed, forgotten, edited, or erased: it can only be accepted.",1
486,11.36am,The pessimist sees difficulty in every opportunity  The optimist sees opportunity in every difficulty.,1
487,7;45am,We miss you alot Uncle,0
488,8.9am,The best way to pay for a lovely moment is to enjoy it.,1
489,04.40am,"One of the sanest, surest and most generous joys of life comes from being happy over the good fortunes of others.",1
490,5.10pm,"You Know That Nothing Will Change, But For Some Reason You Still Wait.",0
491,12.12am,And Sometimes You Just Have Forget About That Person You Once Loved & Move On.,0
492,11.40pm,Be Thankful for everything,1
493,9.11am,"In the book of life, the answers aren’t in the back. ",0
494,10.12am,Happy Birthday to you,1
495,11.55pm,"“And what would humans be without love?"" RARE, said Death.”",0
496,7.06am,"Life’s just a bunch of accidents, connected by one perfect end.",0
497,9.47pm,Johnny enjoys watching cartoons,1
498,11.22pm,Blissful moments,1
499,2.30am,Not all people in your life are meant to stay.,0
500,3.7pm,"Success is simple  Do what’s right, the right way, at the right time.",1
501,11.12am,Develop success from failures  Discouragement and failure are two of the surest stepping stones to success.,1
502,4.23pm,Follow your bliss and the universe will open doors where there were only walls.,1
503,12.56am,Attitude of gratitude is good,1
504,6.30pm,"The greatest secret to happiness and peace is letting every life situation be what it is, instead of what you think it should be. Then, make the very best of it.",1
505,7.46am,"Words But Deeper Than Knives. A Knife Can Be Pulled Out, Words Are Embedded Into Out Soul.",0
506,4.5pm,she is good at English,1
507,12.6pm,There’s nothing like deep breaths after laughing that hard. Nothing in the world like a sore stomach for the right reasons.,1
508,8.45am,"“I want to call you. I want to talk to you. I want to hear you laugh and say "" I love you"". I want to say "" see you later"" and know it will happen. I miss you.”",0
509,10.45am,"One Get Used To Being Alone, But It’S Enough To Break It For A Day & You Have To Get Used To It Again From The Beginning.",0
510,6.9pm,“It takes the sadness of life to appreciate the beauty of death.”,0
511,3.40am,"I Think I’M Afraid To Be Happy Because Whenever I Do Get Too Happy, Something Bad Always Happens.",0
512,12.15am,Life is pleasant. Death is peaceful. It’s the transition that’s troublesome. ,0
513,5.45am,I Feel Like I’ Waiting For Something That Isn’T Going To Happen.,0
514,2.32am,Don't lose hope  You never know what tomorrow may bring.,1
515,4.05am,"“I do not fear death. I had been dead for billions and billions of years before I was born, and had not suffered the slightest inconvenience from it.”",0
516,11.34am,This is world is a bad place,0
517,10.35pm,"They say a person needs just three things to be truly happy in this world: someone to love, something to do, and something to hope for.",1
518,11.01am,"Not he who has much is rich, but he who gives much.",1
519,03.12pm,I can feel you forgetting me.,0
520,06.06pm,Aspire to inspire before you expire.,1
521,12.03am,I sincerely hope for his happiness.,1
522,11.11pm,"Sick Of Crying, Tired Of Trying, Yes I’M Still Smiling But Inside I’M Dying. ",0
523,12.06am,"Build your own dreams, or someone else will hire you to build theirs.",1
524,07.00am,I want to thank you for the all the good things you taught me.,1
525,09.15pm,"Usually when people are sad, they don’t do anything. They just cry over their condition. But when they get angry, they bring about a change.",0
526,12.34am,So I Guess It Ends Here. We Will Go Out Separate Ways & Hope That We’Ll See Each Other Somewhere In Future.,0
527,06.09am,My Silence Is Just Another Word For Pain.,0
528,05.30am,“Dear cancer...I hope you die!”,0
529,6.15pm,During a storm hope gives us the ability to look at things as they are and still be confident that something better is coming.,1
530,2.00am,It’s hard to forget someone that gives you so much remembers.,0
531,3.30pm,Telling lies is very bad thing.,0
532,12.24pm,Everyone wants to be happy.No one wants to be sad and get pain.But you can’t make a rainbow without a little rain.,0
533,1.15pm,"“Death is Peaceful, Life is Harder.”",0
534,8.16am,"I probably would not be back, to be honest.        ",0
535,9.45pm,Try to be a rainbow in someone’s cloud.,1
536,10.45am,People just get kicks out of making other people sad. ,0
537,2.50pm,"If you carry joy in your heart, you can heal any moment.",1
538,8.55pm,I'm missing something in my life these days.,0
539,9.30am,I Hate The Fact That You Ignore Me For So Long Then You Start Talking To Me Like Nothing Happened. ,0
540,10.45pm,It’s funny how the person who hurts you is the one who swore they never would,0
541,11.30am,"He taught me how to love, but not how to stop",1
542,3.45pm,Play the moments. Pause the memories. Stop the pain. Rewind the happiness.,1
543,11.13pm,“Life is pleasant. Death is peaceful. It's the transition that's troublesome.”,0
544,12.37am,That's a happy-looking family.,1
545,12.12pm,"Sometimes When I Say ” I Am Okay ” I Want Someone Too Look Me In The Eyes, Hug Me Tight & Say ” I Know You’Re Not “.",0
546,1.13pm,Don’t cry over someone who wouldn’t cry over you.,0
547,9.08pm,True happiness lies within yourself. It doesn’t come from others.,1
548,1.21am,They are happy with the result.,1
549,12.30am,It is hear-breaking to lose our loved ones.,0
550,3.40pm,Make every moment of your life happy.,1
551,11.36am,New Year. New feels. New chances.,1
552,7.45am,Rama loves Sita,1
553,8.55pm,Very Bad Customer Service !,0
554,9.30am,I’m happy nothing bad happened.,1
555,10.35pm,I Wanted To Text You But I Remembered We Don’T Talk Anymore.,0
556,11.01am,Smiling Has Always Been Easier Than Explaining Why You’Re Sad.,0
557,03.12pm,"Suicide is man’s way of telling God, ‘You can’t fire me – I quit.’ ",0
558,06.06pm,Happiness is an ideal of imagination and not reason.,1
559,12.03am,"Technically, I Am Single. But My Heart Is Taken By Someone I Can;T Have.",0
560,11.11pm,The worst part of success is trying to find someone who is happy for you.,1
561,12.06am,"Happiness can be found even in the darkest of times, if one only remembers to turn on the light.",1
562,07.00am,"Waiting Is Painful, Forgetting Is Painful. But Not Knowing Which To Do Is The Worse Kind Of Suffering.",0
563,09.15pm,"I always like walking in the rain, so no one can see me crying.",0
564,12.34am,"Sometimes the greatest gifts in life are the ones you cannot see, but the one you can feel.",1
565,06.09am,today WE enjoyed alot.,1
566,05.30am,Be one happy person. This is a true formula to stay happy.,1
567,6.15pm,Each day provides its own gifts.,1
568,2.00am,Appetite instantly gone.,0
569,3.30pm,Don't lose hope  When the sun goes down the stars come out.,1
570,12.24pm,"The only way to do great work is to love what you do  If you haven’t found it yet, keep looking  Don’t settle.",1
571,1.15pm,"When I Cry About One Thing, I End Up Crying About Everything That’S Messed Up My Life.",0
572,8.16am,Hope is faith holding out its hand in the dark.,1
573,9.45pm,The absence of love is the most abject pain. ,0
574,10.45am,i wish i can delete my sad feelings,0
575,2.50pm,Hope is not a dream but a way of making dreams become reality.,1
576,4.55pm,I wish you both happiness and prosperity.,1
577,5.30am,I am not worthy of being in love,0
578,7.45am,Nothing Hurts More Than Realizing He Meant Everything To You & You Meant Nothing To Him.,0
579,8.55pm,Sometimes you just have to let it go.,1
580,9.30am,Well done is better than well said.,1
581,10.45pm,"Death is nothing, but to live defeated and inglorious is to die daily.”",0
582,11.30am,"Even When I’M Hurting So Bad Inside, I’Ll Still Smile & Say I’M Fine.",0
583,3.45pm,"Let your smile change the world But, don’t let the world change your smile.",1
584,11.13pm,“Time may pass and fade away But memories of you will always stay.”,0
585,12.37am,It’s hard to forget someone who gave you so much to remember.,0
586,10.45am,“A thing is not necessarily true because a man dies for it.”,0
587,2.50pm,I wish you a lifetime of happiness.,1
588,4.55pm,she said i hate u,0
589,5.30am,The inner soul indulges in your true happiness. Feed it.,1
590,7.45am,Do not set aside your happiness. Do not wait to be happy in the future. The best time to be happy is always now.,1
591,8.55pm,Hope rises like a phoenix from the ashes of shattered dreams.,1
592,9.30am,Happiness is not something you postpone for the future; it is something you design for the present.,1
593,10.45pm,It Hurts The Most When The Person Who Made You Feel So Special Makes You Feel So Unwanted Today.,0
594,11.30am,"“Behind every beautiful thing, there’s some kind of pain.” ",0
595,3.45pm,The Toughest Part Of Letting Go Is Realizing That The Other Person Already Did.,0
596,11.13pm,"I die every day, every second without you.",0
597,12.37am,"What is happiness? The feeling that power is growing, that resistance is overcome.",1
598,12.12pm,Live with intention. Walk to the edge. Listen hard. Practice wellness. Play with abandon. Laugh. Choose with no regret. Do what you love. Live as if this is all there is.,1
599,1.13pm,You have to dream before your dream can come true ,1
600,9.08pm,"It is hard to fail, but it is worse never to have tried to succeed.",1
601,1.21am,It’S Not Always The Tears That Measure The Pain. Sometimes It’S The Smile We Fake.,0
602,12.30am,"Don't give up, great things take time.",1
603,3.40pm,"It’S Never The Tears That Measure The Pain, Sometimes Its Take Smile We Fake.",0
604,11.36am,The Worst Person To Be Around Is Someone Who Complains About Everything And Appreciates Nothing.,0
605,7;45am,It had long since come to my attention that people of accomplishment rarely sat back and let things happen to them  They went out and happened to things.,1
606,8.9am,"If You Can Learn From The Worst Times Of Your Life, You’Ll Be Ready To Go Into The Best Times Of Your Life. ",0
607,04.40am,My only concern is for your happiness.,1
608,5.10pm,Let your tears water the seeds of your future happiness.,1
609,12.12am,Happiness is a nest of love.,1
610,11.40pm,Happiness prevails in the present and revives each new day in its presence.,1
611,9.11am,Most people want to experience happiness.,1
612,10.12am,To be happy does not only mean acquire happiness but also to feel it.,1
613,11.55pm,"Every Thought Is A Battle, Every Breath Is A War And I Don’T Think I’M Winning Anymore.",0
614,7.06am,"Be polite to everyone don’t sweat the small stuff, and be positive-it’s contagious",1
615,9.47pm,I’d be happy to get it for you.,1
616,11.22pm,"You can’t buy happiness, but you can buy ice cream. and that’s kind of the same thing.",1
617,2.30am,Life is not over ,1
618,3.7pm,"when i got attached, you left.",0
619,11.12am,“Life is not about who hurt you and broke you down. It’s about who was always there and who made you smile again”,1
620,4.23pm,Trust Is Like Papers. Once It’S Crumpled It Can not Be Perfect Again.,0
621,12.56am,"People wait all week for Friday, all year for summer and all life for happiness.",0
622,6.30pm,Loving too much will only give too much pain,0
623,7.46am,"Unfortunately, it was not good.",0
624,4.5pm,The loneliness drove her mad.,0
625,12.6pm,Trying to forget someone you loved is like trying to remember someone you never know.,0
626,8.45am,my heart feels heavy but thats okay,0
627,3.40am,"Success is never achieved by the size of our brain, but it is always achieved by the quality of our thoughts.",1
628,12.15am,Expect less and you would be more happy than ever.,1
629,5.45am,“Today marks the anniversary of the day I lost a piece of my heart.”,0
630,2.32am,Crush is not good for heart,0
631,4.05am,"Hema cheated Raju,so they broke up.",0
632,11.34am,Cry  Forgive  Learn,1
633,10.35pm,She is in an especially good mood today.,1
634,11.01am,The secret of being happy is accepting where you are in life and making the most out of every day.,1
635,03.12pm,Friendship is when people know all about you but like you anyway.,1
636,06.06pm,You don’t need to do everything just to be happy. You just need to take care of the people who are making you happy.,1
637,12.03am,True happiness consists of desiring little.,1
638,11.11pm,“YOU are NOT forgotten and I will NEVER say Goodbye.”,0
639,12.06am,The People Experiencing The Most Pain Tend To Be The Ones Who Are Always Trying To Make Others Smile.,0
640,07.00am,Successful people do what unsuccessful people are not willing to do  Don't wish it were easier; wish you were better.,1
641,09.15pm,Sometimes It Takes Losing Something Realize To What You’Ve Had.,0
642,12.34am,"I Keep Myself Busy With Things I Do But Every time I Pause, I Still Think Of You.",0
643,06.09am,it hurts but i’ll never show that im hurt,0
644,05.30am,It was probably dirt.,0
645,6.15pm,Where flowers bloom so does hope.,1
646,2.00am,"The unthankful heart… discovers no mercies; but the thankful heart… will find, in every hour, some heavenly blessings.",1
647,3.30pm,Maharshi movie is excellent,1
648,12.24pm,"I Didn’T Lose You, You Lost Me. You’Ll Search For Me Inside Of Everyone You’Re With And I Won’T Be Found.",0
649,1.15pm,"There is only 1 thing 2 do, 3 words for you – I Love You ",1
650,8.16am,"“Yes, death, the hourly possibility of it, death is the sublimity of life.”",0
651,9.45pm,"“Happiness is not in what we have, it’s in how we think.”",1
652,10.45am,tart each day with a positive thought and a grateful heart.,1
653,2.50pm,I have thousand reasons to die and many million reasons to Cry.,0
654,8.55pm,Happiness depends on your mindset and attitude.,1
655,9.30am,"So far, you've survived 100% of your worst days.",1
656,10.45pm,Let the improvement of yourself keep you so busy that you have no time to criticize others.,1
657,11.30am,I hide my pain with a smile,0
658,3.45pm,Don't be afraid to give up the good to go for the great.,1
659,11.13pm,"Happiness is not a life without worries and sorrows, happiness is a state of mind",1
660,12.37am,"When People Treat You Like They Don’T Care, Believe Them. They Don’T.",0
661,12.12pm,Smile and others will smile back.,1
662,1.13pm,"You Treat Me Like Shit For No Reason, Yet I M Still In Love With You. Stop Breaking My Heart. I Just Want To Love You.",0
663,9.08pm,The Worst Kind Of Pain Is When You’Re Smiling Just To Stop The Tears From Falling.,0
664,1.21am,Everything in life happens for a reason. Stop worrying about the reason and just live for what happens!,1
665,12.30am,Bold person achieve anything,1
666,3.40pm,i was unable to digest the bitter truth,0
667,11.36am,Yeah She’S Smiling But Don’T Let That Fool You. Look Into Her Eyes. Shes Breaking Inside. ,0
668,7.45am,"If you want to make an easy job seem mighty hard, just keep putting off doing it.",1
669,8.55pm,"I don't hate you, I hate what you have done.",0
670,9.30am,"Death isn’t the end, it’s the beginning. ",1
671,10.35pm,Every day we are given is a gift and we should treat it that way.,1
672,11.01am,A useless life is an early death. ,0
673,03.12pm,"Positive thinking evokes more energy, more initiative, and more happiness.",1
674,06.06pm,One unexpected message can heal a lot,1
675,12.03am,I Love Music,1
676,11.11pm,“I hate being broken. I hate that I cannot go back.”,0
677,12.06am,she hates milk,0
678,07.00am,"“A girl calls and asks, ""Does it hurt very much to die?"" ""Well, sweetheart,"" I tell her, ""yes, but it hurts a lot more to keep living.”",0
679,09.15pm,“It’s terrible to hear about your loss and I express my sincere sympathy to you and your family.”,0
680,12.34am,Trying to avoid sadness is trying to avoid Life.,0
681,06.09am,I want to sleep but my brain won’t stop talking to itself.,0
682,05.30am,"“Dying isn’t the most painful thing there is No, that would be living. Living is the most painful and harmful thing there is”. ",0
683,6.15pm,"“I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.”",1
684,2.00am,Silence is the most powerful SCREAM.,0
685,3.30pm,"I Feel Like A Balloon…Looking Bright & Cheerful, But Empty And Lonely Inside.",0
686,12.24pm,"Wanted By none, Taken By None, Talking To Some, Just Waiting For One.",0
687,1.15pm,Its So Hard To Pretend Not To Love A Person When You Really Do.,0
688,8.16am,The turkey and  beef were sad,0
689,9.45pm,Happiness needs to spread its wings and grow into every facet and not enclosed a clung perception of a limited enclosure.,1
690,10.45am,“Death never takes a wise man by surprise; he is always ready to go.”,0
691,2.50pm,“I would rather die a meaningful death than to live a meaningless life.”,0
692,4.55pm,"Happiness is where we find it, but very rarely where we seek it.",1
693,5.30am,Smile. It’S Easier Than Explaining Why You Re Sad.I Don’T Think You Know What You Are Doing To Me.,0
694,1.15pm,Smile and the world smile with you.,1
695,8.16am,"It is not how much we have, but how much we enjoy, that makes happiness.",1
696,9.45pm,"Let go and move on, because LIFE isn’t waiting.",1
697,10.45am,It is so lonely here without you.,0
698,2.50pm,Happiness depends upon ourselves.,1
699,6.30pm,The owner tortured the child rudely.,0
700,06.09am,"At any given moment you have the power to say, this is not how the story is going to end.",1
701,05.30am,Bloom where you are planted,1
702,6.15pm,"Success means having the courage, the determination, and the will to become the person you believe you were meant to be.",1
703,2.00am,“The tragedy of life is not death but what we let die inside of us while we live.”,0
704,3.30pm,Smile big and enjoy every minute of life!,1
705,12.24pm,People Leave Because It’S Easier To Walk Away Than To Fight For What They Really Want.,0
706,1.15pm,Try not to become a man of success  Rather become a man of value.,1
707,8.16am,I've seen so many young men over the years who think they're running at other young men. They are not. They are running at me.,0
708,9.45pm,I don’t want a perfect life. I want a happy life.,1
709,10.45am,Judge your success by what you had to give up in order to get it.,1
710,2.50pm,"Love The Hearts That Hurts You, But Never Hurt The Heart That Loves You.",0
711,4.55pm,You may not always be happy in your life.,0
712,5.30am,You are my best friend.,1
713,1.15pm,I should die of happiness!,1
714,8.16am,“Why be mean to animals when they treat u better than people.”,0
715,9.45pm,“Cowards die many times before their deaths.”,0
716,9.45pm,Hold on to things that make you happy and let go of things that make you sad.,1
717,10.45am,"Realize that true happiness lies, within you. Waste no time and effort searching for peace and contentment and joy in the world outside.",1
718,2.50pm,"I smile not for that I am happy, but sometimes I smile to hide sadness",0
719,6.30pm,"“Some people walk in our lives for just a moment, but stay in our hearts forever.”",0
720,11.11pm,NO ONE LOVES ME,0
721,12.06am,My weakness is that I care too much.,0
722,07.00am,I always found the right one at the wrong time.,0
723,09.15pm,"If you don’t want me, don’t mess with my feelings.",0
724,12.34am,I wish you happiness.,1
725,06.09am,"I like people that enjoy life, ’cause I do the same.",1
726,05.30am,"I Say I Don’T Care Anymore, But Truth Is I Care Too Much. ",0
727,6.15pm,My silence is just another word for my PAIN.,0
728,2.00am,"Don’t waste a minute not being happy. If one window closes, run to the next window or break down the door.",1
729,3.30pm,Depression is the inability to construct a future. ,0
730,12.24pm,Do not be a part of Gossip,1
731,1.15pm,I’m very happy to met you.,1
732,8.16am,The old lady was thrown out of the house mercilessly.,0
733,9.45pm,I want to be the reason you look down at your phone and smile then walk into a pole.,1
734,10.45am,"Mom’s logic: If you go wild and break your legs, do not run to me and cry ..",1
735,2.50pm,“I believe in Angels after all My Dad is one!!! Love and Miss you So Very Much DAD!!!”,0
736,8.55pm,I have a lot of unsaid thoughts,0
737,9.30am,Depression is like a war. You either win or you die.,0
738,10.45pm,"Tension is who you think you should be, relaxation is who you are.",1
739,11.30am,Sometimes I Don’T Tell People What’S Wrong Because Most Of The Time They’Re Just Being Curious. Not Because They Care.,0
740,3.45pm,Riya was so depressed that she decided to go for counselling,0
741,11.13pm,I gave you my heart and did not expect to get it back.,0
742,12.37am,The only thing that stands between you and your dream is the will to try and the belief that it is actually possible.,1
743,12.12pm,You will never live if you are looking for the meaning of life.,1
744,1.13pm,"I Have A Habit Of Falling Too Hard And Falling Too Fast, And Getting My Hopes Up For Something I Know Won’t Last.",0
745,9.08pm,It’s amazing how someone can break your heart and you can still love them with all the little pieces.,0
746,1.21am,"Things may come to those who wait, but only the things left by those who hustle.",1
747,12.30am,"Behind the hills of sacrifice, There’s a valley of success.",1
748,3.40pm,"Sometimes, Crying Is The Only Way Your Eyes Speak When You Mouth Can’T Explain How Broken Your Heart Is.",0
749,11.36am,I hope you always find a reason to smile.,1
750,7.45am,Pain Is The Only Thing That Makes Me Feel Alive.I Will Never Be Good Enough For You. I Got That.,0
751,8.55pm,i am scared to see you with someone else.,0
752,9.10pm,The Moment When You Burst Out Crying In You Room & You Realize That No One Know How Unhappy You Are.,0
753,12.17am,This place is way too overpriced for mediocre food.,0
754,9.30am,"At Least, Tell A Lie That You Love Me, I Will Live The Rest Of My Life With That. ",0
755,10.45pm,"Don't spend time beating on a wall, hoping to transform it into a door.",1
756,11.30am,"Love, laughter, health, abundance, and a tinge of luck – The Joy of happiness!",1
757,3.45pm,"“To you who have never died, may I say: Welcome to the world!”",0
758,11.13pm,"The happiest people don’t necessarily have the best of everything, they just make the best out of everything that comes their way.",1
759,11.36am,"“Death is close enough, So don't be afraid of life!”",0
760,7.45am,Stay true in the dark and humble in the spotlight.,1
761,8.55pm,Never laugh at your wife’s choices… you’re one of them …,1
762,11.36am,Light tomorrow with today.,1
763,7.45am,Don't cry over someone that won't cry over you.,0
764,8.55pm,"Suicide is man’s way of telling God, ‘You can’t fire me – I quit.’ ",0
765,9.10pm,“Death is not the greatest loss in life. The greatest loss is what dies inside us while we live.”,0
766,10.35pm,Real ones stays in bad times,1
767,11.01am,“If death meant just leaving the stage long enough to change costume and come back as a new character...Would you slow down? Or speed up?”,0
768,03.12pm,"Life’s too short not to be happy. Dance like no one is watching, sing like no one is listening, love like it will last forever and live like today is your last.",1
769,06.06pm,I Will not be back.,0
770,12.03am,Anger is just a cowardly extension of sadness. It’s a lot easier to be angry at someone than it is to tell them you’re hurt. ,0
771,11.11pm,Her face was bright with happiness.,1
772,12.06am,Fake friends are around when they think you’re cool true friends are around even when they think you’re a fool.,1
773,07.00am,"Every Time I Trust Somebody, They Show Me Why I Shouldn’T.",0
774,09.15pm,"“A prayer, a flower, a candle and sad tears of pain on your grave, our dear grandfather.”",0
775,12.34am,Unhappiness is aspiring on a lost cause to get unknown wants.,1
776,06.09am,You May Not Be Pushing Me Away But You’Re Not Fighting To Keep Me Either.,0
777,05.30am,"when I said ""I trust you"",you made me regret it.",0
778,6.15pm,BE cautious with your Health,1
779,2.00am,The walls we build around us to keep sadness out also keeps out the joy. ,0
780,3.30pm,The secret of happiness is doing what you love. The secret of success is loving what you do.,1
781,12.24pm,The most significant pain is loving someone who is not here.,0
782,1.15pm,"A person must be able to be alone and find happiness within themselves, before they can ever expect to be happy with someone else.",1
783,8.16am,Rich is the person who’s happiness requires no money.,1
784,9.45pm,"You Can’T Control Everything That Happens To You, But You Can Control How You React To The Things That Are Out Of Your Control.",0
785,10.45am,"Nobody deserves your tears, but whoever deserves them will not make you cry. ",0
786,2.50pm,Positive thinking changes attitude of the person,1
787,4.55pm,I hate my life,0
788,5.30am,I have a special way of adding joy to my day.,1
789,7.45am,I'm slowly giving up.,0
790,8.55pm,Success is most often achieved by those who don't know that failure is inevitable.,1
791,9.30am,The root of unhappiness is a futile search for gaining happiness.,1
792,10.45pm,Stop chasing the money and start chasing the passion.,1
793,11.30am,I hope you’ll be happy forever.,1
794,3.45pm,Cheating is easy to try something challenging and be faithful.,1
795,11.13pm,The greatest pleasure people can feel is giving happiness to others.,1
796,12.37am,I have nothing to say you but it does not mean I can not hear you” ,0
797,12.12pm,The way get started is to quit talking and begin doing.,1
798,1.13pm,Iam HAPPY at this moment,1
799,9.08pm,"You made me cry, you told me lies, but I can’t stand to say good-bye",0
800,1.21am,“A man with outward courage dares to die; a man with inner courage dares to live.”,0
801,12.30am,"“And all the winds go sighing, For sweet things dying.”",0
802,3.40pm,"Dear heart, please stop getting involved in Everything.Your job is just to pump blood,So stick to it.",0
803,11.36am,I Love Harry Potter series,1
804,7;45am,Don’t wait  The time will never be just right.,1
805,8.9am,I have only two kinds of days: happy and hysterically happy.,1
806,04.40am,Being happy doesn’t mean that everything is perfect. It means that you’ve decided to look beyond the imperfections.,1
807,5.10pm,Everyone goes thorugh Depression,0
808,12.12am,"Everyone’s gonna die. It’s a natural part of life. But if life has no purpose, you’re dead already. ",0
809,11.40pm,the presentation of the food was awful.,0
810,12.24pm,The people were crying for food.,0
811,1.15pm,The worst feeling in the world is knowing that u r no longer that important as u were.,0
812,8.16am,"Do not be embarrassed by your failures, learn from them and start again.",1
813,9.45pm,I Wish I Could Ignore You Like You Ignore Me.,0
814,10.45am,When You Truly Love Someone You Given Everything You Can And Never Expect A Return. ,0
815,2.50pm,"Don’t cry because it’s over, smile because it happened. ",1
816,8.55pm,Live for the moments you can’t put into words.,1
817,9.30am,There is always hope.,1
818,10.45pm,Freinds and good manners will carry you where money would not go.,1
819,11.30am,We don’t see things the way they are  We see them the way we are.,1
820,3.45pm,You don’t understand how much I hate myself.,0
821,11.13pm,"Letting Go Doesn’T Mean You’Ve Stopped Caring, It Means You Stopped Trying To Force Someone Too.",0
822,12.37am,"Even with tears in their eyes, they still manage to say I’m ok with a smile.",1
823,12.12pm,"I arise full of eagerness and energy, knowing well what achievement lies ahead of me.",1
824,1.13pm,The word ‘happiness’ would lose its meaning if it were not balanced by sadness. ,0
825,9.08pm,Every moment I am happy and spreading happiness around.,1
826,1.21am,The true cosmetic for beauty is happiness.,1
827,12.30am,“Taunting Death means pitting oneself against a wily enemy who cannot lose.”,0
828,3.40pm,She is as pretty as Cindrella,1
829,11.36am,"What we think determines what happens to us, so if we want to change our lives, we need to stretch our minds.",1
830,7.45am,"My crown is called content, a crown that seldom kings enjoy.",1
831,8.55pm,I consider this theft.,0
832,9.30am,Let’s talk about happiness.,1
833,10.35pm,"“I'm not afraid of death, I just don't want to be there when it happens.”",0
834,11.01am,AR Rahman is one of the finest Artist.,1
835,03.12pm,"Loneliness doesn’t kill but often, I wish it did",0
836,06.06pm,The cat seems extremely happy.,1
837,12.03am,Challenges are what make life interesting and overcoming them is what makes life meaningful.,1
838,11.11pm,“A person has learned much who has learned how to die.”,0
